"REF_DATE","GEO","DGUID","Labour force characteristics","Gender","Age group","Statistics","Data type","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2023-04","Ontario","2021A000235","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v123339363","7.3.1.1.1.3","7980.2","","","","1"
"2023-05","Ontario","2021A000235","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v123339363","7.3.1.1.1.3","8001.6","","","","1"
"2023-06","Ontario","2021A000235","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v123339363","7.3.1.1.1.3","8020.8","","","","1"
"2023-07","Ontario","2021A000235","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v123339363","7.3.1.1.1.3","8036.0","","","","1"
"2023-08","Ontario","2021A000235","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v123339363","7.3.1.1.1.3","8047.3","","","","1"
"2023-09","Ontario","2021A000235","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v123339363","7.3.1.1.1.3","8052.9","","","","1"
"2023-10","Ontario","2021A000235","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v123339363","7.3.1.1.1.3","8054.5","","","","1"
"2023-11","Ontario","2021A000235","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v123339363","7.3.1.1.1.3","8054.6","","","","1"
"2023-12","Ontario","2021A000235","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v123339363","7.3.1.1.1.3","8054.6","","","","1"
"2024-01","Ontario","2021A000235","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v123339363","7.3.1.1.1.3","8061.1","","","","1"
"2024-02","Ontario","2021A000235","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v123339363","7.3.1.1.1.3","8073.2","","","","1"
"2024-03","Ontario","2021A000235","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v123339363","7.3.1.1.1.3","8091.6","","","","1"
"2024-04","Ontario","2021A000235","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v123339363","7.3.1.1.1.3","8113.6","","","","1"
"2024-05","Ontario","2021A000235","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v123339363","7.3.1.1.1.3","8136.2","","","","1"
"2024-06","Ontario","2021A000235","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v123339363","7.3.1.1.1.3","8153.9","","","","1"
"2024-07","Ontario","2021A000235","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v123339363","7.3.1.1.1.3","8167.2","","","","1"
"2024-08","Ontario","2021A000235","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v123339363","7.3.1.1.1.3","8176.3","","","","1"
"2024-09","Ontario","2021A000235","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v123339363","7.3.1.1.1.3","8184.2","","","","1"
"2024-10","Ontario","2021A000235","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v123339363","7.3.1.1.1.3","8191.7","","","","1"
"2024-11","Ontario","2021A000235","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v123339363","7.3.1.1.1.3","8199.8","","","","1"
"2024-12","Ontario","2021A000235","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v123339363","7.3.1.1.1.3","8208.8","","","","1"
"2025-01","Ontario","2021A000235","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v123339363","7.3.1.1.1.3","8216.0","","","","1"
"2025-02","Ontario","2021A000235","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v123339363","7.3.1.1.1.3","8219.8","","","","1"
"2025-03","Ontario","2021A000235","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v123339363","7.3.1.1.1.3","8217.6","","","","1"
"2025-04","Ontario","2021A000235","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v123339363","7.3.1.1.1.3","8212.3","","","","1"
"2025-05","Ontario","2021A000235","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v123339363","7.3.1.1.1.3","8207.3","","","","1"
"2025-06","Ontario","2021A000235","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v123339363","7.3.1.1.1.3","8204.0","","","","1"
"2025-07","Ontario","2021A000235","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v123339363","7.3.1.1.1.3","8206.7","","","","1"
"2025-08","Ontario","2021A000235","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v123339363","7.3.1.1.1.3","8213.2","","","","1"
"2025-09","Ontario","2021A000235","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v123339363","7.3.1.1.1.3","8222.9","","","","1"
"2025-10","Ontario","2021A000235","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v123339363","7.3.1.1.1.3","8232.3","","","","1"
"2025-11","Ontario","2021A000235","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v123339363","7.3.1.1.1.3","8235.6","","","","1"
"2025-12","Ontario","2021A000235","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v123339363","7.3.1.1.1.3","8236.1","","","","1"
"2026-01","Ontario","2021A000235","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v123339363","7.3.1.1.1.3","8234.1","","","","1"
"2026-02","Ontario","2021A000235","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v123339363","7.3.1.1.1.3","8234.5","","","","1"
"2026-03","Ontario","2021A000235","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v123339363","7.3.1.1.1.3","8236.8","","","","1"
"2026-04","Ontario","2021A000235","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v123339363","7.3.1.1.1.3","8243.9","","","","1"
"2026-05","Ontario","2021A000235","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v123339363","7.3.1.1.1.3","8253.2","","","","1"
"2026-06","Ontario","2021A000235","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v123339363","7.3.1.1.1.3","8262.7","","","","1"
"2015-02","Ontario","2021A000235","Full-time employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063946","7.4.1.1.1.1","5524.2","","","","1"
"2015-03","Ontario","2021A000235","Full-time employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063946","7.4.1.1.1.1","5520.7","","","","1"
"2015-04","Ontario","2021A000235","Full-time employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063946","7.4.1.1.1.1","5530.3","","","","1"
"2015-05","Ontario","2021A000235","Full-time employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063946","7.4.1.1.1.1","5538.6","","","","1"
"2015-06","Ontario","2021A000235","Full-time employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063946","7.4.1.1.1.1","5581.9","","","","1"
"2015-07","Ontario","2021A000235","Full-time employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063946","7.4.1.1.1.1","5583.1","","","","1"
"2015-08","Ontario","2021A000235","Full-time employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063946","7.4.1.1.1.1","5613.8","","","","1"
"2015-09","Ontario","2021A000235","Full-time employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063946","7.4.1.1.1.1","5550.2","","","","1"
"2015-10","Ontario","2021A000235","Full-time employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063946","7.4.1.1.1.1","5587.7","","","","1"
"2015-11","Ontario","2021A000235","Full-time employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063946","7.4.1.1.1.1","5591.9","","","","1"
"2015-12","Ontario","2021A000235","Full-time employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063946","7.4.1.1.1.1","5615.6","","","","1"
"2016-01","Ontario","2021A000235","Full-time employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063946","7.4.1.1.1.1","5638.9","","","","1"
"2016-02","Ontario","2021A000235","Full-time employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063946","7.4.1.1.1.1","5588.7","","","","1"
"2016-03","Ontario","2021A000235","Full-time employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063946","7.4.1.1.1.1","5619.4","","","","1"
"2016-04","Ontario","2021A000235","Full-time employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063946","7.4.1.1.1.1","5589.7","","","","1"
"2016-05","Ontario","2021A000235","Full-time employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063946","7.4.1.1.1.1","5609.2","","","","1"
"2016-06","Ontario","2021A000235","Full-time employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063946","7.4.1.1.1.1","5619.4","","","","1"
"2016-07","Ontario","2021A000235","Full-time employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063946","7.4.1.1.1.1","5616.5","","","","1"
"2016-08","Ontario","2021A000235","Full-time employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063946","7.4.1.1.1.1","5631.9","","","","1"
"2016-09","Ontario","2021A000235","Full-time employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063946","7.4.1.1.1.1","5612.9","","","","1"
"2016-10","Ontario","2021A000235","Full-time employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063946","7.4.1.1.1.1","5593.1","","","","1"
"2016-11","Ontario","2021A000235","Full-time employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063946","7.4.1.1.1.1","5627.8","","","","1"
"2016-12","Ontario","2021A000235","Full-time employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063946","7.4.1.1.1.1","5630.4","","","","1"
"2017-01","Ontario","2021A000235","Full-time employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063946","7.4.1.1.1.1","5655.8","","","","1"
"2017-02","Ontario","2021A000235","Full-time employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063946","7.4.1.1.1.1","5682.9","","","","1"
"2017-03","Ontario","2021A000235","Full-time employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063946","7.4.1.1.1.1","5681.4","","","","1"
"2017-04","Ontario","2021A000235","Full-time employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063946","7.4.1.1.1.1","5690.8","","","","1"
"2017-05","Ontario","2021A000235","Full-time employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063946","7.4.1.1.1.1","5726.3","","","","1"
